name,games,gameStarted,minPlayed,fieldGoals,fieldGoalsAttemp,fieldGoalsPerc,point2_Goals,point2_Attemp,point2_Perc,point3_Goals,point3_Attemp,point3_Perc,freeThrows,freeThrowsAttemp,freeThrowsPerc,offensRebounds,deffensRebounds,draft
Al'lonzo Coleman,105.0,105.0,30.4,5.1,10.0,0.517,5.1,9.7,0.526,0.0,0.2,0.154,4.0,6.0,0.66,2.4,5.1,0
Al-Farouq Aminu,62.0,60.0,30.1,5.0,10.6,0.476,4.6,8.9,0.522,0.4,1.7,0.238,3.9,5.7,0.687,3.3,6.1,1
Alade Aminu,105.0,26.0,17.0,2.9,5.4,0.533,2.9,5.4,0.534,0.0,0.0,0.0,1.1,1.8,0.598,1.6,2.9,0
Alain Chigha,96.0,22.0,9.5,0.6,1.5,0.39,0.4,0.9,0.466,0.1,0.6,0.264,0.3,0.6,0.491,0.6,1.0,0
Alain Walker,38.0,0.0,5.4,0.1,0.4,0.188,0.1,0.4,0.2,0.0,0.0,0.0,0.3,0.5,0.667,0.1,0.5,0
Alan Anderson,126.0,110.0,26.8,3.0,6.1,0.503,2.7,5.0,0.532,0.4,1.0,0.366,3.0,3.6,0.831,1.2,2.9,0
Alan Herndon,133.0,100.0,27.0,3.2,6.5,0.492,2.2,3.7,0.606,0.9,2.8,0.339,1.3,2.2,0.611,0.9,3.9,0
Alan Metcalfe,98.0,4.0,8.3,1.2,2.6,0.448,1.0,2.1,0.468,0.2,0.5,0.362,0.7,0.9,0.784,0.6,1.2,0
Alan Mozee,13.0,0.0,3.4,0.3,0.6,0.5,0.0,0.1,0.0,0.3,0.5,0.571,0.1,0.2,0.5,0.1,0.1,0
Alan Wiggins,121.0,87.0,24.5,3.3,6.4,0.517,3.2,6.1,0.531,0.0,0.2,0.167,2.5,3.7,0.676,1.8,3.4,0
Alan Williams,112.0,102.0,27.0,5.7,11.6,0.492,5.7,11.5,0.493,0.0,0.0,0.0,4.1,5.8,0.706,3.6,6.4,0
Alan Wisniewski,48.0,1.0,3.1,0.1,0.2,0.636,0.1,0.2,0.636,0.0,0.0,0.667,0.1,0.3,0.467,0.3,0.4,0
Alandise Harris,125.0,76.0,23.1,3.4,7.1,0.483,3.1,6.3,0.502,0.3,0.8,0.343,2.6,3.8,0.669,1.5,3.0,0
Alani Moore,122.0,54.0,21.7,1.8,4.8,0.372,0.5,1.4,0.372,1.2,3.4,0.372,0.8,1.0,0.784,0.5,1.4,0
Albert Abrahams,59.0,15.0,15.5,2.7,5.2,0.516,2.7,5.2,0.516,0.0,0.0,0.667,1.1,1.9,0.57,1.5,2.6,0
Albert Almanza,123.0,49.0,18.5,1.9,4.7,0.391,0.6,1.5,0.431,1.2,3.3,0.373,0.6,0.8,0.785,0.7,2.0,0
Albert Christensson,85.0,13.0,9.8,0.9,2.1,0.415,0.7,1.7,0.431,0.1,0.4,0.344,0.6,1.2,0.495,0.6,1.0,0
Albert Hacker,27.0,26.0,23.9,3.9,7.4,0.53,3.9,7.4,0.53,0.0,0.0,0.667,1.7,2.7,0.63,1.2,4.0,0
Albert Miller,26.0,4.0,0.667,1.0,2.7,0.371,0.7,1.5,0.447,0.3,1.2,0.281,0.4,0.5,0.786,0.3,1.0,0
Albert Weber,21.0,0.0,9.5,0.9,2.7,0.339,0.6,1.3,0.481,0.3,1.4,0.207,0.1,0.4,0.375,0.3,0.5,0
Alden Applewhite,2.0,0.0,3.5,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,2.0,0
Aldrynn Wardell,109.0,40.0,14.7,2.1,4.6,0.46,2.1,4.6,0.462,0.0,0.0,0.0,1.0,1.6,0.59,1.6,2.0,0
Alec Brennan,103.0,8.0,8.1,0.8,1.7,0.497,0.6,1.0,0.537,0.3,0.6,0.431,0.3,0.5,0.549,0.5,0.9,0
Alec Brown,126.0,125.0,29.3,4.8,10.3,0.465,4.2,8.8,0.476,0.6,1.5,0.4,3.1,4.2,0.748,2.3,4.1,0
Alec Burks,68.0,67.0,30.9,6.2,12.6,0.495,5.5,10.4,0.533,0.7,2.2,0.313,5.9,7.3,0.804,2.2,3.6,1
Alec Hickman,23.0,5.0,9.9,0.7,2.5,0.298,0.4,0.8,0.474,0.3,1.7,0.211,0.0,0.0,0.0,0.2,0.7,0
Alec Monson,6.0,0.0,4.0,0.5,1.5,0.333,0.2,0.7,0.25,0.3,0.8,0.4,0.0,0.0,0.667,0.2,0.3,0
Alec Williams,43.0,4.0,8.4,1.1,2.5,0.434,0.9,1.8,0.487,0.2,0.7,0.286,0.7,0.8,0.8,0.4,1.3,0
Alec Wintering,110.0,110.0,31.7,4.3,10.0,0.427,3.3,7.6,0.435,1.0,2.4,0.401,4.5,5.7,0.791,0.6,2.5,0
Alec Wnuk,97.0,14.0,15.1,1.8,3.5,0.525,1.8,3.2,0.555,0.1,0.3,0.242,0.9,1.6,0.592,0.9,1.8,0
Alec Woodard,64.0,15.0,17.2,1.5,3.8,0.402,0.6,1.2,0.506,0.9,2.6,0.352,0.7,0.9,0.793,0.6,1.6,0
Alec Wulff,30.0,0.0,1.9,0.2,0.5,0.467,0.0,0.0,0.0,0.2,0.5,0.5,0.1,0.1,1.0,0.0,0.0,0
Alec Zaccardo,6.0,0.0,0.7,0.2,0.3,0.5,0.2,0.2,1.0,0.0,0.2,0.0,0.0,0.0,0.667,0.0,0.2,0
Aleem Muhammad,117.0,90.0,32.1,3.8,8.6,0.449,2.8,5.9,0.47,1.1,2.6,0.401,2.0,2.9,0.694,1.2,3.3,0
Alek Blankenau,21.0,0.0,4.1,0.5,1.4,0.345,0.0,0.1,0.0,0.5,1.3,0.37,0.4,0.4,0.889,0.0,0.4,0
Alek Mroziki,28.0,0.0,3.8,0.2,0.7,0.263,0.0,0.4,0.1,0.1,0.3,0.444,0.1,0.1,1.0,0.1,0.3,0
Aleks Abrams,110.0,21.0,10.5,0.6,1.4,0.399,0.6,1.4,0.399,0.0,0.0,0.667,0.5,0.8,0.619,1.6,1.8,0
Aleks Maric,121.0,99.0,26.3,4.9,9.1,0.534,4.8,9.0,0.54,0.0,0.1,0.222,3.7,5.6,0.66,3.2,5.2,0
Aleksa Matic,74.0,4.0,8.5,1.0,2.4,0.4,0.4,0.7,0.519,0.6,1.7,0.349,0.3,0.3,0.875,0.3,0.9,0
Aleksandar Milovic,8.0,0.0,5.0,0.1,1.0,0.125,0.1,0.4,0.333,0.0,0.6,0.0,0.0,0.0,0.667,0.1,0.5,0
Aleksandar Zecevic,64.0,22.0,14.5,2.4,4.5,0.54,2.3,3.9,0.586,0.1,0.6,0.237,0.5,0.8,0.627,1.3,2.8,0
Alem Huseinovic,32.0,0.0,7.3,0.5,1.7,0.321,0.3,0.7,0.429,0.3,1.0,0.25,0.3,0.4,0.846,0.2,0.5,0
Alessandro Acquaviva,60.0,4.0,6.0,0.3,1.0,0.283,0.1,0.3,0.421,0.2,0.7,0.22,0.2,0.3,0.625,0.1,0.2,0
Aleu Aleu,7.0,3.0,15.7,1.6,4.7,0.333,1.0,2.7,0.368,0.6,2.0,0.286,1.6,1.7,0.917,1.3,2.0,0
Alex Abreu,96.0,74.0,26.4,2.7,6.5,0.415,1.4,3.2,0.429,1.3,3.3,0.401,2.0,2.5,0.791,0.6,1.7,0
Alex Acker,88.0,80.0,34.4,5.1,11.2,0.457,3.7,7.9,0.476,1.4,3.3,0.411,2.9,3.5,0.823,1.5,4.1,0
Alex Adediran,56.0,11.0,19.7,3.1,6.2,0.501,3.1,6.1,0.503,0.0,0.0,0.0,2.1,3.2,0.656,2.1,2.8,0
Alex Allbery,43.0,1.0,6.8,0.5,1.3,0.426,0.3,0.8,0.424,0.2,0.5,0.429,0.1,0.2,0.667,0.3,0.5,0
Alex Anderson,94.0,66.0,26.5,3.0,7.2,0.42,1.0,2.2,0.439,2.1,5.0,0.412,1.2,1.4,0.873,0.3,1.7,0
Alex Anglin,43.0,2.0,2.8,0.1,0.3,0.385,0.1,0.2,0.333,0.0,0.1,0.5,0.0,0.1,0.667,0.1,0.3,0
Alex Anthis,31.0,3.0,6.4,0.4,1.1,0.324,0.2,0.5,0.353,0.2,0.5,0.294,0.1,0.3,0.3,0.2,0.5,0
Alex Arians,104.0,95.0,29.1,2.8,5.8,0.485,1.9,3.4,0.551,0.9,2.4,0.392,1.6,2.0,0.838,0.4,4.4,0
Alex Austin,99.0,40.0,17.0,1.8,4.3,0.417,1.0,1.9,0.532,0.8,2.4,0.325,1.0,1.4,0.745,0.2,1.7,0
Alex Baird,14.0,0.0,3.7,0.0,0.1,0.0,0.0,0.0,0.667,0.0,0.1,0.0,0.3,0.5,0.571,0.1,0.5,0
Alex Barcello,126.0,75.0,22.3,3.1,6.4,0.484,1.8,3.4,0.515,1.3,3.0,0.449,1.6,1.8,0.87,0.3,2.3,0
Alex Barlow,116.0,88.0,25.3,1.7,4.3,0.39,0.8,1.8,0.44,0.9,2.5,0.355,0.9,1.1,0.795,0.4,2.6,0
Alex Barnett,108.0,84.0,28.2,5.0,11.3,0.437,4.0,8.7,0.466,0.9,2.6,0.343,1.9,2.4,0.789,1.3,3.8,0
Alex Barnhill,55.0,12.0,14.1,1.4,3.8,0.38,1.3,3.3,0.396,0.1,0.5,0.269,0.7,0.9,0.706,1.9,2.9,0
Alex Bates,84.0,28.0,9.8,0.4,0.8,0.523,0.4,0.8,0.531,0.0,0.0,0.0,0.2,0.5,0.375,0.7,0.9,0
Alex Bausley,115.0,86.0,25.5,3.7,8.7,0.43,2.6,5.3,0.494,1.1,3.4,0.328,1.4,2.6,0.536,1.6,3.1,0
Alex Bazzell,29.0,17.0,20.1,1.1,2.7,0.416,0.7,1.2,0.588,0.4,1.5,0.279,0.8,0.9,0.815,0.2,1.2,0
Alex Biggerstaff,7.0,0.0,7.0,0.1,1.6,0.091,0.1,0.4,0.333,0.0,1.1,0.0,0.1,0.3,0.5,0.4,0.9,0
Alex Blair,54.0,23.0,15.4,1.4,2.9,0.494,1.4,2.7,0.535,0.0,0.2,0.0,0.7,1.4,0.514,1.3,2.4,0
Alex Bran,74.0,0.0,7.3,1.0,2.4,0.42,0.4,0.9,0.524,0.6,1.6,0.364,0.2,0.3,0.762,0.1,0.5,0
Alex Brodsky,5.0,0.0,2.4,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.4,0.5,0.0,0.2,0
Alex Brown,26.0,21.0,21.6,2.0,3.5,0.567,2.0,3.5,0.567,0.0,0.0,0.667,0.7,2.3,0.305,1.9,2.8,0
Alex Budke,22.0,0.0,1.5,0.1,0.4,0.375,0.0,0.1,0.0,0.1,0.3,0.5,0.0,0.0,0.667,0.0,0.3,0
Alex Caldwell,75.0,45.0,23.5,3.2,7.8,0.411,1.9,4.1,0.453,1.3,3.6,0.362,1.4,1.9,0.766,0.5,1.5,0
Alex Capitano,7.0,0.0,4.4,1.1,2.1,0.533,0.7,1.0,0.714,0.4,1.1,0.375,0.7,0.9,0.833,0.3,0.3,0
Alex Carr,58.0,10.0,11.8,0.5,1.8,0.267,0.1,0.5,0.259,0.4,1.3,0.269,0.0,0.2,0.222,0.1,1.6,0
Alex Caruso,137.0,120.0,28.7,2.8,6.1,0.455,2.1,4.2,0.509,0.7,2.0,0.34,1.7,2.5,0.685,0.8,3.0,0
Alex Christie,41.0,4.0,3.7,0.3,0.7,0.481,0.3,0.6,0.5,0.0,0.0,0.0,0.1,0.3,0.545,0.3,0.4,0
Alex Comanita,20.0,1.0,6.1,0.5,1.4,0.357,0.2,0.4,0.571,0.3,1.1,0.286,0.3,0.7,0.429,0.0,0.7,0
Alex Copeland,102.0,60.0,23.7,4.3,8.8,0.484,3.5,6.7,0.528,0.7,2.1,0.346,2.1,2.5,0.824,0.4,1.6,0
Alex Cornett,18.0,0.0,4.8,0.2,0.7,0.25,0.2,0.7,0.25,0.0,0.0,0.667,0.1,0.3,0.333,0.6,0.2,0
Alex Cox,60.0,28.0,21.9,1.4,4.2,0.345,0.6,2.0,0.294,0.9,2.2,0.392,0.6,0.8,0.673,0.3,1.5,0
Alex Coxworth,2.0,0.0,2.5,0.5,1.5,0.333,0.0,0.0,0.667,0.5,1.5,0.333,0.5,1.0,0.5,0.0,0.0,0
Alex Crawford,9.0,0.0,7.4,0.9,1.1,0.8,0.4,0.6,0.8,0.4,0.6,0.8,0.2,0.6,0.4,0.2,1.8,0
Alex Hall,4.0,0.0,1.5,0.3,0.5,0.5,0.3,0.3,1.0,0.0,0.3,0.0,0.0,0.0,0.667,0.3,0.3,0
Alex Hamilton,140.0,109.0,27.8,4.5,9.9,0.459,3.8,7.1,0.528,0.8,2.8,0.281,4.3,6.0,0.724,0.7,3.0,0
Alex Harris,117.0,79.0,30.1,3.9,9.6,0.408,2.6,5.3,0.487,1.3,4.3,0.31,2.7,4.0,0.684,0.7,2.7,0
Alex Hart,89.0,22.0,11.8,1.5,3.3,0.456,1.4,2.8,0.494,0.1,0.6,0.265,0.8,1.4,0.585,1.2,1.9,0
Alex Hemenway,54.0,12.0,14.5,1.6,3.5,0.453,0.4,0.9,0.478,1.2,2.7,0.444,0.5,0.6,0.8,0.1,1.1,0
Alex Hernandez,64.0,8.0,17.9,2.2,4.3,0.516,2.0,3.8,0.535,0.2,0.5,0.375,1.7,2.3,0.713,1.3,1.9,0
Alex Herzing,8.0,0.0,2.0,0.1,0.3,0.5,0.1,0.3,0.5,0.0,0.0,0.667,0.0,0.1,0.0,0.1,0.0,0
Alex Hicks,100.0,76.0,23.1,3.7,7.0,0.523,3.3,5.7,0.57,0.4,1.3,0.313,1.8,2.6,0.678,2.0,4.8,0
Alex Hill,12.0,0.0,3.8,0.9,1.9,0.478,0.2,0.3,0.667,0.8,1.7,0.45,0.1,0.2,0.5,0.0,0.3,0
Alex Hobbs,120.0,42.0,24.2,3.3,7.0,0.467,2.6,5.0,0.515,0.7,2.0,0.346,1.3,1.6,0.821,0.3,2.4,0
Alex Holcombe,44.0,2.0,5.5,0.5,1.0,0.522,0.5,1.0,0.522,0.0,0.0,0.667,0.2,0.4,0.412,0.5,0.7,0
Alex Holt,37.0,11.0,15.6,1.9,3.8,0.504,1.9,3.6,0.511,0.0,0.1,0.25,0.9,1.5,0.596,1.3,1.8,0
Alex Huibregtse,27.0,1.0,14.4,0.9,3.0,0.288,0.1,0.3,0.429,0.7,2.7,0.274,0.2,0.2,1.0,0.1,1.3,0
Alex Hunter,142.0,109.0,28.4,3.1,7.1,0.442,1.2,2.1,0.576,1.9,5.0,0.386,0.7,0.9,0.752,0.3,2.6,0
Alex Majewski,32.0,4.0,10.3,1.0,2.7,0.372,0.3,0.7,0.435,0.7,2.0,0.349,0.5,0.7,0.682,0.5,0.7,0
Alex Malone,50.0,8.0,15.2,2.0,5.4,0.379,1.4,3.4,0.419,0.6,1.9,0.309,0.9,1.6,0.603,0.7,1.7,0
Alex Mansour,9.0,0.0,2.6,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,0.667,0.1,0.3,0.333,0.0,0.3,0
Alex Marcotullio,128.0,19.0,19.5,1.7,4.2,0.411,0.5,0.9,0.565,1.2,3.3,0.369,0.6,0.9,0.741,0.4,1.5,0
Alex Martin,6.0,0.0,1.2,0.2,0.7,0.25,0.2,0.2,1.0,0.0,0.5,0.0,0.2,0.3,0.5,0.2,0.0,0
Alex Matthews,6.0,0.0,9.7,0.5,2.2,0.231,0.5,1.2,0.429,0.0,1.0,0.0,0.8,1.5,0.556,1.2,0.8,0
Alex McLean,63.0,57.0,32.4,6.1,11.0,0.552,6.0,10.7,0.559,0.1,0.3,0.25,3.0,4.4,0.669,2.9,5.9,0
Alex Merkviladze,35.0,18.0,23.3,2.7,6.5,0.41,1.6,3.6,0.456,1.1,3.0,0.356,0.9,1.4,0.6,1.0,4.4,0
Alex Michael,13.0,0.0,2.8,0.3,0.5,0.667,0.3,0.4,0.8,0.0,0.1,0.0,0.0,0.0,0.667,0.1,0.3,0
Alex Middleton,63.0,10.0,19.0,3.6,7.1,0.501,1.6,2.8,0.589,5.1,1.4,0.327,0.7,2.5,0.667,8.7,0.0,0
Alex Mills,7.0,0.0,3.1,0.1,1.4,0.1,0.1,0.6,0.25,0.0,0.9,0.0,0.1,0.1,1.0,0.0,0.1,0
Alex Mitola,123.0,86.0,27.6,3.0,8.0,0.383,1.1,2.9,0.381,2.0,5.1,0.384,1.8,2.1,0.858,0.4,1.8,0
Alex Moffatt,11.0,1.0,2.9,0.2,0.7,0.25,0.2,0.5,0.333,0.0,0.2,0.0,0.0,0.0,0.667,0.3,0.2,0
Alex Moosmann,66.0,52.0,23.6,1.2,3.4,0.359,0.5,1.2,0.408,0.7,2.2,0.333,0.5,0.6,0.762,0.1,0.9,0
Alex Morales,57.0,54.0,32.2,5.6,12.2,0.458,4.6,9.4,0.487,1.0,2.7,0.359,3.1,4.2,0.732,2.0,4.5,0
Alex Mortensen,21.0,0.0,4.1,0.1,0.6,0.154,0.1,0.5,0.182,0.0,0.1,0.0,0.3,0.6,0.538,0.0,0.3,0
Alex Mudronja,20.0,0.0,3.9,0.3,0.8,0.4,0.3,0.4,0.625,0.1,0.4,0.143,0.2,0.4,0.375,0.1,0.4,0
Alex Murphy,91.0,33.0,16.7,2.5,5.2,0.481,1.8,3.1,0.594,0.7,2.1,0.318,1.0,1.8,0.536,0.7,2.1,0
Alex Watson,82.0,37.0,17.6,1.6,3.9,0.413,0.9,1.8,0.487,0.7,2.1,0.347,0.8,1.1,0.711,0.3,1.3,0
Alex Weekes,57.0,9.0,13.0,1.4,2.9,0.491,1.4,2.9,0.488,0.0,0.0,1.0,0.7,1.2,0.582,1.2,1.6,0
Alex Wegner,6.0,0.0,2.8,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,0.5,0.0,0.0,0.667,0.2,0.2,0
Alex Welhouse,31.0,31.0,27.0,2.8,6.4,0.439,1.2,2.6,0.463,1.6,3.7,0.422,1.1,1.4,0.75,1.1,3.6,0
Alex White,41.0,4.0,11.1,1.0,1.8,0.568,1.0,1.8,0.568,0.0,0.0,0.667,0.4,0.9,0.486,1.1,2.0,0
Alex Wilbourn,4.0,0.0,3.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,1.0,0.0,0.5,0.5,0
Alex Williams,11.0,0.0,9.3,1.4,3.1,0.441,0.4,1.0,0.364,1.0,2.1,0.478,0.3,0.6,0.429,0.3,0.5,0
Alex Wolf,77.0,1.0,12.1,1.0,2.1,0.451,0.2,0.5,0.486,0.7,1.7,0.442,0.9,1.1,0.791,0.2,0.7,0
Alex Woodhouse,101.0,62.0,21.8,2.1,4.3,0.501,2.1,4.3,0.502,0.0,0.0,0.0,1.3,2.0,0.643,1.6,3.7,0
Alex Zampier,108.0,63.0,23.4,3.4,8.6,0.397,2.1,4.6,0.462,1.3,3.9,0.32,2.5,3.1,0.816,0.3,2.0,0
Alex Zhao,4.0,0.0,1.3,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.667,0.3,0.0,0
Alex Zimnickas,113.0,57.0,14.3,1.5,3.3,0.451,1.3,2.6,0.503,0.1,0.6,0.229,0.8,1.3,0.605,0.8,1.2,0
Alexander Blessig,13.0,0.0,5.1,0.3,0.9,0.333,0.2,0.5,0.286,0.2,0.4,0.4,0.0,0.1,0.0,0.2,0.5,0
Alexander Harper,76.0,45.0,23.7,1.8,4.0,0.449,0.9,2.1,0.459,0.8,1.9,0.438,1.2,1.6,0.783,0.4,3.1,0
Alexander Harrington,29.0,7.0,9.6,1.0,2.6,0.378,0.9,2.5,0.375,0.0,0.1,0.5,0.4,0.9,0.407,1.0,1.2,0
Alexis Angeles,8.0,0.0,3.0,0.3,1.4,0.182,0.3,1.3,0.2,0.0,0.1,0.0,0.0,0.0,0.667,0.3,0.1,0
Alexis McMillan,48.0,48.0,30.0,4.2,9.6,0.433,3.1,6.1,0.514,1.0,3.5,0.292,2.3,3.0,0.761,1.6,3.0,0
Alexis Moore,32.0,18.0,24.8,1.5,5.3,0.287,0.7,2.5,0.291,0.8,2.9,0.283,0.4,0.8,0.583,0.3,1.8,0
Alexis Wangmene,136.0,26.0,11.9,0.8,1.9,0.456,0.8,1.8,0.46,0.0,0.0,0.0,1.0,1.5,0.671,1.2,1.5,0
Alexsander Milosavljevic,40.0,0.0,5.4,0.6,1.3,0.453,0.6,1.3,0.462,0.0,0.0,0.0,0.1,0.2,0.5,0.6,0.7,0
Alfonce McKinney,25.0,0.0,10.0,0.6,1.6,0.375,0.6,1.6,0.375,0.0,0.0,0.667,0.0,0.4,0.0,0.5,0.9,0
Alfonso Costa,3.0,0.0,2.0,0.0,2.3,0.0,0.0,1.7,0.0,0.0,0.7,0.0,0.0,0.0,0.667,0.3,0.0,0
Alfonzo Houston,65.0,33.0,19.4,2.2,5.0,0.439,2.1,4.4,0.47,0.1,0.6,0.22,2.1,2.8,0.742,0.4,1.7,0
Alfonzo Hubbard,50.0,20.0,22.5,3.4,7.2,0.478,3.0,5.9,0.514,0.4,1.2,0.306,1.6,2.3,0.684,1.4,3.0,0
Alfonzo McKinnie,96.0,53.0,18.9,2.8,5.6,0.506,2.5,4.8,0.532,0.3,0.8,0.351,1.3,2.0,0.622,1.9,3.3,0
Alfred Aboya,142.0,55.0,18.6,2.0,3.6,0.541,2.0,3.6,0.544,0.0,0.0,0.2,1.1,1.9,0.607,1.6,2.1,0
Alfred Clark,6.0,1.0,2.7,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.667,0.5,0.0,0
Alfred Hollins,112.0,57.0,17.5,1.8,4.3,0.414,1.4,2.7,0.51,0.4,1.6,0.254,1.1,1.7,0.654,0.8,2.3,0
Alhaji Mohammed,73.0,19.0,12.1,1.3,3.1,0.432,1.0,1.9,0.507,0.4,1.2,0.315,0.6,1.0,0.603,0.4,1.2,0
Ali Abdullah,99.0,34.0,20.8,3.0,7.7,0.388,1.9,4.2,0.462,1.1,3.5,0.3,4.2,5.6,0.74,0.6,1.9,0
Ali Ali,66.0,46.0,19.7,2.0,4.3,0.457,1.3,2.4,0.525,0.7,1.8,0.369,1.2,1.7,0.718,0.7,2.0,0
Ali Barnes,14.0,1.0,13.9,1.2,3.4,0.354,0.4,1.1,0.4,0.8,2.4,0.333,0.5,0.6,0.875,0.1,0.8,0
Ali Berdiel,124.0,78.0,24.2,2.4,6.2,0.391,1.6,3.8,0.426,0.8,2.5,0.338,2.2,3.3,0.668,0.6,2.1,0
Ali Mackay,63.0,1.0,3.1,0.2,0.4,0.625,0.2,0.3,0.765,0.0,0.1,0.286,0.1,0.2,0.545,0.1,0.4,0
Alijah Bennett,17.0,0.0,3.9,0.2,0.8,0.286,0.2,0.5,0.5,0.0,0.4,0.0,0.1,0.1,1.0,0.1,0.4,0
Alijah Martin,36.0,17.0,16.8,2.8,6.1,0.459,1.4,2.3,0.607,1.4,3.7,0.366,1.0,1.5,0.685,0.9,2.6,0
Alioune Beye,49.0,47.0,24.6,4.3,7.0,0.619,4.3,7.0,0.619,0.0,0.0,0.667,1.7,3.1,0.553,2.1,3.4,0
Allan Chaney,58.0,34.0,19.6,3.8,7.3,0.52,3.6,6.5,0.558,0.2,0.8,0.213,2.2,2.8,0.787,1.8,3.9,0
Allan Hanson,114.0,57.0,19.0,1.2,3.8,0.312,0.4,1.3,0.288,0.8,2.5,0.324,1.1,1.4,0.75,0.4,1.4,0
Allan MacQuarrie,53.0,7.0,9.3,0.9,3.1,0.303,0.3,1.0,0.278,0.7,2.1,0.315,0.6,0.7,0.838,0.2,0.6,0
Allante Holston,129.0,54.0,19.0,1.3,2.9,0.437,1.2,2.7,0.45,0.1,0.3,0.306,0.9,1.3,0.682,0.6,2.1,0
Allen Aragbaye,31.0,0.0,4.5,0.5,1.3,0.35,0.3,0.8,0.36,0.2,0.5,0.333,0.7,0.7,0.957,0.2,0.5,0
